id,legislativeSubject,policyArea
hr5311,Computers and information technology,
hr5311,Consumer affairs,
hr5311,Federal preemption,
hr5311,"Intelligence activities, surveillance, classified information",
hr5311,"Internet, web applications, social media",
hr5311,Right of privacy,
hr5311,State and local government operations,
hr5311,Telephone and wireless communication,
hr5311,,Crime and Law Enforcement
hr5312,,Agriculture and Food
hr5313,,Government Operations and Politics
hr5314,,Crime and Law Enforcement
hr5315,,Agriculture and Food
hr5316,Child health,
hr5316,Congressional oversight,
hr5316,"Food supply, safety, and labeling",
hr5316,Government information and archives,
hr5316,Manufacturing,
hr5316,,Health
hr5317,,Taxation
hr5318,,Public Lands and Natural Resources
hr5319,,Crime and Law Enforcement
hr532,Congressional tributes,
hr532,Federal district courts,
hr532,Georgia,
hr532,"Government buildings, facilities, and property",
hr532,Judges,
hr532,Postal service,
hr532,,Government Operations and Politics
hr5320,,Armed Forces and National Security
hr5321,,Armed Forces and National Security
hr5322,,Government Operations and Politics
hr5323,,Transportation and Public Works
hr5324,,Emergency Management
hr5325,,Taxation
hr5326,,Education
hr5327,,Education
hr5328,,"Civil Rights and Liberties, Minority Issues"
hr5329,Air quality,
hr5329,Appropriations,
hr5329,Disaster relief and insurance,
hr5329,Fires,
hr5329,"Forests, forestry, trees",
hr5329,"Lighting, heating, cooling",
hr5329,Small business,
hr5329,State and local government operations,
hr5329,,Emergency Management
hr533,Asia,
hr533,China,
hr533,"Diplomacy, foreign officials, Americans abroad",
hr533,Human rights,
hr533,International law and treaties,
hr533,"Sovereignty, recognition, national governance and status",
hr533,Tibet,
hr533,,International Affairs
hr5330,,Armed Forces and National Security
hr5331,,Crime and Law Enforcement
hr5332,,Government Operations and Politics
hr5333,Business investment and capital,
hr5333,Congressional oversight,
hr5333,Inflation and prices,
hr5333,Rural conditions and development,
hr5333,Small business,
hr5333,,Commerce
hr5334,,Public Lands and Natural Resources
hr5335,Agricultural conservation and pollution,
hr5335,Congressional oversight,
hr5335,Department of Agriculture,
hr5335,"Environmental assessment, monitoring, research",
hr5335,Executive agency funding and structure,
hr5335,"Forests, forestry, trees",
hr5335,Horticulture and plants,
hr5335,Inflation and prices,
hr5335,Land use and conservation,
hr5335,User charges and fees,
hr5335,,Public Lands and Natural Resources
hr5336,Administrative law and regulatory procedures,
hr5336,Department of Health and Human Services,
hr5336,Health care costs and insurance,
hr5336,Immigration status and procedures,
hr5336,Income tax credits,
hr5336,Medicaid,
hr5336,Poverty and welfare assistance,
hr5336,,Health
hr5337,Employee benefits and pensions,
hr5337,Financial services and investments,
hr5337,Securities,
hr5337,,Labor and Employment
hr5338,Employee benefits and pensions,
hr5338,Employment discrimination and employee rights,
hr5338,Financial services and investments,
hr5338,Racial and ethnic relations,
hr5338,"Sex, gender, sexual orientation discrimination",
hr5338,,Labor and Employment
hr5339,Business ethics,
hr5339,Employee benefits and pensions,
hr5339,Financial services and investments,
hr5339,,Labor and Employment
hr534,,International Affairs
hr5340,Employee benefits and pensions,
hr5340,Financial services and investments,
hr5340,Securities,
hr5340,,Labor and Employment
hr5341,,Taxation
hr5342,,Social Welfare
hr5343,Agricultural insurance,
hr5343,Disaster relief and insurance,
hr5343,Floods and storm protection,
hr5343,Florida,
hr5343,Military facilities and property,
hr5343,Natural disasters,
hr5343,,Emergency Management
hr5344,,Public Lands and Natural Resources
hr5345,,Crime and Law Enforcement
hr5346,,Government Operations and Politics
hr5347,,Crime and Law Enforcement
hr5348,,Labor and Employment
hr5349,Civics education,
hr5349,Elementary and secondary education,
hr5349,Political movements and philosophies,
hr5349,"Teaching, teachers, curricula",
hr5349,,Education
hr535,,International Affairs
hr5350,,Labor and Employment
hr5351,,Labor and Employment
hr5352,,Armed Forces and National Security
hr5353,,Economics and Public Finance
hr5354,,Agriculture and Food
hr5355,,Transportation and Public Works
hr5356,,Transportation and Public Works
hr5357,,Taxation
hr5358,Advanced technology and technological innovations,
hr5358,Congressional oversight,
hr5358,Housing discrimination,
hr5358,Housing for the elderly and disabled,
hr5358,Housing industry and standards,
hr5358,Landlord and tenant,
hr5358,Low- and moderate-income housing,
hr5358,Photography and imaging,
hr5358,Public housing,
hr5358,Right of privacy,
hr5358,Technology assessment,
hr5358,,Housing and Community Development
hr5359,,Agriculture and Food
hr536,"Government employee pay, benefits, personnel management",
hr536,,Government Operations and Politics
hr5360,Aging,
hr5360,Department of Health and Human Services,
hr5360,Executive agency funding and structure,
hr5360,Health care coverage and access,
hr5360,Health programs administration and funding,
hr5360,Health promotion and preventive care,
hr5360,Medicaid,
hr5360,Medicare,
hr5360,Poverty and welfare assistance,
hr5360,,Social Welfare
hr5361,Business education,
hr5361,Government information and archives,
hr5361,Small Business Administration,
hr5361,Small business,
hr5361,Women in business,
hr5361,,Commerce
hr5362,,Agriculture and Food
hr5363,,Sports and Recreation
hr5364,"Forests, forestry, trees",
hr5364,North Carolina,
hr5364,"Parks, recreation areas, trails",
hr5364,,Public Lands and Natural Resources
hr5365,,Armed Forces and National Security
hr5366,,Government Operations and Politics
hr5367,,Commerce
hr5368,Aviation and airports,
hr5368,Elementary and secondary education,
hr5368,Federal preemption,
hr5368,Health promotion and preventive care,
hr5368,"Health technology, devices, supplies",
hr5368,Higher education,
hr5368,Public transit,
hr5368,,Health
hr5369,,Labor and Employment
hr537,Conflicts and wars,
hr537,Congressional tributes,
hr537,"Diplomacy, foreign officials, Americans abroad",
hr537,Europe,
hr537,"War crimes, genocide, crimes against humanity",
hr537,World history,
hr537,,International Affairs
hr5370,,International Affairs
hr5371,Disability and paralysis,
hr5371,Health care costs and insurance,
hr5371,"Health technology, devices, supplies",
hr5371,Medicare,
hr5371,,Health
hr5372,Health care costs and insurance,
hr5372,Medicare,
hr5372,Prescription drugs,
hr5372,,Health
hr5373,,Environmental Protection
hr5374,,International Affairs
hr5375,Asia,
hr5375,Australia,
hr5375,"Competitiveness, trade promotion, trade deficits",
hr5375,India,
hr5375,International organizations and cooperation,
hr5375,International scientific cooperation,
hr5375,Japan,
hr5375,World health,
hr5375,,International Affairs
hr5376,Health care costs and insurance,
hr5376,Medicare,
hr5376,Prescription drugs,
hr5376,,Health
hr5377,,Armed Forces and National Security
hr5378,Administrative law and regulatory procedures,
hr5378,Advisory bodies,
hr5378,Civil actions and liability,
hr5378,Computers and information technology,
hr5378,Congressional oversight,
hr5378,Consumer affairs,
hr5378,Department of Health and Human Services,
hr5378,Digestive and metabolic diseases,
hr5378,Government information and archives,
hr5378,Health care costs and insurance,
hr5378,Health care coverage and access,
hr5378,Health facilities and institutions,
hr5378,Health personnel,
hr5378,Home and outpatient care,
hr5378,Hospital care,
hr5378,Medicaid,
hr5378,Medicare,
hr5378,Photography and imaging,
hr5378,Prescription drugs,
hr5378,State and local government operations,
hr5378,Surgery and anesthesia,
hr5378,,Health
hr5379,Asia,
hr5379,Cardiovascular and respiratory health,
hr5379,Chemical and biological weapons,
hr5379,China,
hr5379,Congressional oversight,
hr5379,Federal officials,
hr5379,"Government employee pay, benefits, personnel management",
hr5379,"Government ethics and transparency, public corruption",
hr5379,Government information and archives,
hr5379,Immunology and vaccination,
hr5379,Infectious and parasitic diseases,
hr5379,Intellectual property,
hr5379,Medical research,
hr5379,Personnel records,
hr5379,Research administration and funding,
hr5379,,Health
hr538,Administrative law and regulatory procedures,
hr538,Computers and information technology,
hr538,Federal Trade Commission (FTC),
hr538,"Internet, web applications, social media",
hr538,Photography and imaging,
hr538,Right of privacy,
hr538,Sound recording,
hr538,,Commerce
hr5380,Government information and archives,
hr5380,Health information and medical records,
hr5380,"Internet, web applications, social media",
hr5380,Medicare,
hr5380,,Health
hr5381,,Agriculture and Food
hr5382,,Housing and Community Development
hr5383,,Agriculture and Food
hr5384,Health care costs and insurance,
hr5384,Medicaid,
hr5384,Medicare,
hr5384,Prescription drugs,
hr5384,,Health
hr5385,Accounting and auditing,
hr5385,Congressional oversight,
hr5385,Contracts and agency,
hr5385,"Drug safety, medical device, and laboratory regulation",
hr5385,Government information and archives,
hr5385,Government studies and investigations,
hr5385,Health care costs and insurance,
hr5385,Prescription drugs,
hr5385,Retail and wholesale trades,
hr5385,,Health
hr5386,Health care costs and insurance,
hr5386,Medicare,
hr5386,Prescription drugs,
hr5386,,Health
hr5387,Congressional oversight,
hr5387,Government information and archives,
hr5387,Government lending and loan guarantees,
hr5387,Health care coverage and access,
hr5387,Health information and medical records,
hr5387,Health personnel,
hr5387,Health programs administration and funding,
hr5387,Higher education,
hr5387,Homelessness and emergency shelter,
hr5387,"Internet, web applications, social media",
hr5387,Law enforcement officers,
hr5387,National and community service,
hr5387,Performance measurement,
hr5387,Prescription drugs,
hr5387,Student aid and college costs,
hr5387,,Health
hr5388,Health care coverage and access,
hr5388,"Health technology, devices, supplies",
hr5388,Medicare,
hr5388,,Health
hr5389,Government information and archives,
hr5389,"Internet, web applications, social media",
hr5389,Medicare,
hr5389,,Health
hr539,,Taxation
hr5390,Government studies and investigations,
hr5390,Industrial policy and productivity,
hr5390,Infrastructure development,
hr5390,Rural conditions and development,
hr5390,,Commerce
hr5391,Civil actions and liability,
hr5391,Health care costs and insurance,
hr5391,Manufacturing,
hr5391,Prescription drugs,
hr5391,,Health
hr5392,Government information and archives,
hr5392,Health care coverage and access,
hr5392,Intergovernmental relations,
hr5392,Medicare,
hr5392,State and local government operations,
hr5392,,Health
hr5393,Congressional oversight,
hr5393,Government information and archives,
hr5393,Government studies and investigations,
hr5393,"Internet, web applications, social media",
hr5393,Medicare,
hr5393,Performance measurement,
hr5393,Prescription drugs,
hr5393,,Health
hr5394,Congressional oversight,
hr5394,Health care coverage and access,
hr5394,"Health technology, devices, supplies",
hr5394,Medicare,
hr5394,,Health
hr5395,Health care coverage and access,
hr5395,Health programs administration and funding,
hr5395,Medicare,
hr5395,,Health
hr5396,Congressional oversight,
hr5396,Health care coverage and access,
hr5396,Intergovernmental relations,
hr5396,Medicare,
hr5396,State and local government operations,
hr5396,,Health
hr5397,Consumer affairs,
hr5397,"Drug safety, medical device, and laboratory regulation",
hr5397,Drug therapy,
hr5397,Health care coverage and access,
hr5397,"Health technology, devices, supplies",
hr5397,Home and outpatient care,
hr5397,Medicare,
hr5397,,Health
hr5398,Congressional oversight,
hr5398,Government studies and investigations,
hr5398,Homeland security,
hr5398,Intergovernmental relations,
hr5398,Public-private cooperation,
hr5398,Retail and wholesale trades,
hr5398,Small business,
hr5398,,Commerce
hr5399,Animal protection and human-animal relationships,
hr5399,Civil actions and liability,
hr5399,Computers and information technology,
hr5399,Cosmetics and personal care,
hr5399,"Drug safety, medical device, and laboratory regulation",
hr5399,Federal preemption,
hr5399,Government information and archives,
hr5399,Manufacturing,
hr5399,Retail and wholesale trades,
hr5399,,Health
hr54,Correctional facilities and imprisonment,
hr54,Criminal procedure and sentencing,
hr54,Violent crime,
hr54,,Crime and Law Enforcement
hr540,Asia,
hr540,China,
hr540,Congressional oversight,
hr540,International monetary system and foreign exchange,
hr540,International organizations and cooperation,
hr540,Multilateral development programs,
hr540,Rule of law and government transparency,
hr540,"Sovereignty, recognition, national governance and status",
hr540,Taiwan,
hr540,Travel and tourism,
hr540,,International Affairs
hr5400,Health care coverage and access,
hr5400,Medicare,
hr5400,Prescription drugs,
hr5400,,Health
hr5401,,Public Lands and Natural Resources
hr5402,,Labor and Employment
hr5403,"Bank accounts, deposits, capital",
hr5403,Computers and information technology,
hr5403,Currency,
hr5403,Digital media,
hr5403,Financial services and investments,
hr5403,,Finance and Financial Sector
hr5404,Asia,
hr5404,China,
hr5404,Congressional oversight,
hr5404,Espionage and treason,
hr5404,Intellectual property,
hr5404,"Intelligence activities, surveillance, classified information",
hr5404,"Military procurement, research, weapons development",
hr5404,Research and development,
hr5404,Trade secrets and economic espionage,
hr5404,,Crime and Law Enforcement
hr5405,Cancer,
hr5405,Child health,
hr5405,Medical research,
hr5405,Research administration and funding,
hr5405,,Health
hr5406,Abortion,
hr5406,Congressional oversight,
hr5406,Family planning and birth control,
hr5406,Foreign language and bilingual programs,
hr5406,Health care coverage and access,
hr5406,Health information and medical records,
hr5406,Health programs administration and funding,
hr5406,"Internet, web applications, social media",
hr5406,Sex and reproductive health,
hr5406,Women's health,
hr5406,,Health
hr5407,,Agriculture and Food
hr5408,Disability and paralysis,
hr5408,Disability assistance,
hr5408,Inflation and prices,
hr5408,Poverty and welfare assistance,
hr5408,,Social Welfare
hr5409,Agricultural trade,
hr5409,Congressional oversight,
hr5409,Farmland,
hr5409,Government information and archives,
hr5409,Land transfers,
hr5409,U.S. and foreign investments,
hr5409,,Foreign Trade and International Finance
hr541,,Agriculture and Food
hr5410,,Finance and Financial Sector
hr5411,,Energy
hr5412,Advisory bodies,
hr5412,Architecture,
hr5412,Building construction,
hr5412,Congressional oversight,
hr5412,First Amendment rights,
hr5412,"Government buildings, facilities, and property",
hr5412,Government studies and investigations,
hr5412,Homeland security,
hr5412,Public participation and lobbying,
hr5412,Terrorism,
hr5412,,Government Operations and Politics
hr5413,,Education
hr5414,Emergency medical services and trauma care,
hr5414,Health care coverage and access,
hr5414,Health facilities and institutions,
hr5414,Health programs administration and funding,
hr5414,"Health technology, devices, supplies",
hr5414,Hospital care,
hr5414,"Internet, web applications, social media",
hr5414,Mental health,
hr5414,,Health
hr5415,,Immigration
hr5416,,Armed Forces and National Security
hr5417,,International Affairs
hr5418,Commemorative events and holidays,
hr5418,"Drug, alcohol, tobacco use",
hr5418,Government information and archives,
hr5418,Health programs administration and funding,
hr5418,Health promotion and preventive care,
hr5418,Mental health,
hr5418,,Health
hr5419,,Labor and Employment
hr542,Adult day care,
hr542,Cardiovascular and respiratory health,
hr542,Congressional oversight,
hr542,Disability and paralysis,
hr542,Health personnel,
hr542,Health programs administration and funding,
hr542,Housing for the elderly and disabled,
hr542,Neurological disorders,
hr542,Social security and elderly assistance,
hr542,Veterans' medical care,
hr542,,Armed Forces and National Security
hr5420,,Labor and Employment
hr5421,,Taxation
hr5422,,Commerce
hr5423,,Private Legislation
hr5424,"Bank accounts, deposits, capital",
hr5424,Banking and financial institutions regulation,
hr5424,Business investment and capital,
hr5424,Competition and antitrust,
hr5424,Government studies and investigations,
hr5424,Small business,
hr5424,,Commerce
hr5425,,Commerce
hr5426,Cardiovascular and respiratory health,
hr5426,Digital media,
hr5426,Fraud offenses and financial crimes,
hr5426,Government lending and loan guarantees,
hr5426,Infectious and parasitic diseases,
hr5426,Small business,
hr5426,,Commerce
hr5427,Credit and credit markets,
hr5427,"Criminal investigation, prosecution, interrogation",
hr5427,Fraud offenses and financial crimes,
hr5427,Government lending and loan guarantees,
hr5427,Small business,
hr5427,,Commerce
hr5428,,Taxation
hr5429,,Commerce
hr543,,Armed Forces and National Security
hr5430,Criminal procedure and sentencing,
hr5430,State and local courts,
hr5430,,Crime and Law Enforcement
hr5431,,"Science, Technology, Communications"
hr5432,,Taxation
hr5433,Appropriations,
hr5433,Child care and development,
hr5433,"Teaching, teachers, curricula",
hr5433,Wages and earnings,
hr5433,,Families
hr5434,Child health,
hr5434,Health care costs and insurance,
hr5434,Medicaid,
hr5434,Poverty and welfare assistance,
hr5434,,Health
hr5435,,Crime and Law Enforcement
hr5436,Administrative law and regulatory procedures,
hr5436,Department of Housing and Urban Development,
hr5436,Homelessness and emergency shelter,
hr5436,Housing and community development funding,
hr5436,,Housing and Community Development
hr5437,,Transportation and Public Works
hr5438,,Armed Forces and National Security
hr5439,,Emergency Management
hr544,,Armed Forces and National Security
hr5440,,International Affairs
hr5441,,Environmental Protection
hr5442,,Armed Forces and National Security
hr5443,Congressional oversight,
hr5443,Employee hiring,
hr5443,Licensing and registrations,
hr5443,,Public Lands and Natural Resources
hr5444,Air quality,
hr5444,Climate change and greenhouse gases,
hr5444,Motor fuels,
hr5444,Motor vehicles,
hr5444,,Environmental Protection
hr5445,,Agriculture and Food
hr5446,,Crime and Law Enforcement
hr5447,,Finance and Financial Sector
hr5448,,International Affairs
hr5449,,Crime and Law Enforcement
hr545,Agricultural trade,
hr545,Canada,
hr545,"Competitiveness, trade promotion, trade deficits",
hr545,Government studies and investigations,
hr545,Latin America,
hr545,Mexico,
hr545,Tariffs,
hr545,,Foreign Trade and International Finance
hr5450,,Commerce
hr5451,,Immigration
hr5452,Commemorative events and holidays,
hr5452,"Drug, alcohol, tobacco use",
hr5452,Government information and archives,
hr5452,Health programs administration and funding,
hr5452,Health promotion and preventive care,
hr5452,Mental health,
hr5452,,Health
hr5453,Geography and mapping,
hr5453,Historic sites and heritage areas,
hr5453,Ohio,
hr5453,"Parks, recreation areas, trails",
hr5453,,Public Lands and Natural Resources
hr5454,,Commerce
hr5455,,Transportation and Public Works
hr5456,,Taxation
hr5457,,Environmental Protection
hr5458,Cardiovascular and respiratory health,
hr5458,Child health,
hr5458,Government studies and investigations,
hr5458,Health information and medical records,
hr5458,"Health technology, devices, supplies",
hr5458,Home and outpatient care,
hr5458,Medical research,
hr5458,Research administration and funding,
hr5458,,Health
hr5459,,Agriculture and Food
hr546,,Taxation
hr5460,,Crime and Law Enforcement
hr5461,Health care costs and insurance,
hr5461,Health care coverage and access,
hr5461,Medicare,
hr5461,Prescription drugs,
hr5461,,Health
hr5462,,Agriculture and Food
hr5463,,Education
hr5464,,Armed Forces and National Security
hr5465,Congressional officers and employees,
hr5465,"Government buildings, facilities, and property",
hr5465,Members of Congress,
hr5465,,Congress
hr5466,,Agriculture and Food
hr5467,,Commerce
hr5468,"Bank accounts, deposits, capital",
hr5468,Business investment and capital,
hr5468,Energy assistance for the poor and aged,
hr5468,Food assistance and relief,
hr5468,Higher education,
hr5468,Housing finance and home ownership,
hr5468,Poverty and welfare assistance,
hr5468,Student aid and college costs,
hr5468,,Social Welfare
hr5469,,Education
hr547,Congressional oversight,
hr547,Government information and archives,
hr547,Government studies and investigations,
hr547,Health care coverage and access,
hr547,Health care quality,
hr547,Health information and medical records,
hr547,Health personnel,
hr547,Health programs administration and funding,
hr547,Home and outpatient care,
hr547,Intergovernmental relations,
hr547,"Long-term, rehabilitative, and terminal care",
hr547,Marriage and family status,
hr547,Medicaid,
hr547,Performance measurement,
hr547,State and local finance,
hr547,State and local government operations,
hr547,,Health
hr5470,,Armed Forces and National Security
hr5471,,Immigration
hr5472,,Finance and Financial Sector
hr5473,Government lending and loan guarantees,
hr5473,Natural disasters,
hr5473,,Emergency Management
hr5474,,Education
hr5475,,Commerce
hr5476,Congressional tributes,
hr5476,"Government buildings, facilities, and property",
hr5476,Pennsylvania,
hr5476,Postal service,
hr5476,,Government Operations and Politics
hr5477,,Immigration
hr5478,,Education
hr5479,,Armed Forces and National Security
hr548,Alternative and renewable resources,
hr548,Electric power generation and transmission,
hr548,Floods and storm protection,
hr548,Historic sites and heritage areas,
hr548,Historical and cultural resources,
hr548,Indian lands and resources rights,
hr548,Lakes and rivers,
hr548,Land transfers,
hr548,Land use and conservation,
hr548,Monuments and memorials,
hr548,"Museums, exhibitions, cultural centers",
hr548,"Parks, recreation areas, trails",
hr548,Tennessee,
hr548,Water storage,
hr548,Water use and supply,
hr548,,Native Americans
hr5480,,Labor and Employment
hr5481,Centers for Disease Control and Prevention (CDC),
hr5481,Department of Health and Human Services,
hr5481,Executive agency funding and structure,
hr5481,Health care coverage and access,
hr5481,Rural conditions and development,
hr5481,,Health
hr5482,,Energy
hr5483,,Water Resources Development
hr5484,,Education
hr5485,,Finance and Financial Sector
hr5486,Administrative law and regulatory procedures,
hr5486,Child health,
hr5486,Department of Health and Human Services,
hr5486,Health programs administration and funding,
hr5486,Health promotion and preventive care,
hr5486,Nutrition and diet,
hr5486,,Health
hr5487,Aquaculture,
hr5487,Aquatic ecology,
hr5487,"Environmental assessment, monitoring, research",
hr5487,Indian lands and resources rights,
hr5487,"Marine and coastal resources, fisheries",
hr5487,Wildlife conservation and habitat protection,
hr5487,,Public Lands and Natural Resources
hr5488,,Law
hr5489,,Education
hr549,Cancer,
hr549,Disability assistance,
hr549,Health care coverage and access,
hr549,Medicare,
hr549,Women's health,
hr549,,Social Welfare
hr5490,Congressional oversight,
hr5490,Connecticut,
hr5490,Delaware,
hr5490,Floods and storm protection,
hr5490,Florida,
hr5490,Geography and mapping,
hr5490,Louisiana,
hr5490,"Marine and coastal resources, fisheries",
hr5490,Maryland,
hr5490,Massachusetts,
hr5490,New Hampshire,
hr5490,New Jersey,
hr5490,New York State,
hr5490,North Carolina,
hr5490,Rhode Island,
hr5490,South Carolina,
hr5490,Virginia,
hr5490,Water resources funding,
hr5490,,Public Lands and Natural Resources
hr5491,,Sports and Recreation
hr5492,,Armed Forces and National Security
hr5493,,Native Americans
hr5494,Congressional oversight,
hr5494,Educational facilities and institutions,
hr5494,Housing and community development funding,
hr5494,Indian social and development programs,
hr5494,"Internet, web applications, social media",
hr5494,Libraries and archives,
hr5494,Performance measurement,
hr5494,,Native Americans
hr5495,,Commerce
hr5496,,Energy
hr5497,Emergency communications systems,
hr5497,Firearms and explosives,
hr5497,Law enforcement administration and funding,
hr5497,Law enforcement officers,
hr5497,Performance measurement,
hr5497,,Crime and Law Enforcement
hr5498,,Immigration
hr5499,Congressional oversight,
hr5499,Land use and conservation,
hr5499,Monuments and memorials,
hr5499,"Parks, recreation areas, trails",
hr5499,,Public Lands and Natural Resources
hr55,Assault and harassment offenses,
hr55,Criminal procedure and sentencing,
hr55,Health information and medical records,
hr55,Women's health,
hr55,,Crime and Law Enforcement
hr550,,"Science, Technology, Communications"
hr5500,,Agriculture and Food
hr5501,,Crime and Law Enforcement
hr5502,,Labor and Employment
hr5503,Indian lands and resources rights,
hr5503,Land use and conservation,
hr5503,,Native Americans
hr5504,,Environmental Protection
hr5505,,Education
hr5506,Drug therapy,
hr5506,Drug trafficking and controlled substances,
hr5506,"Drug, alcohol, tobacco use",
hr5506,Health care costs and insurance,
hr5506,Health care coverage and access,
hr5506,Health promotion and preventive care,
hr5506,Medicaid,
hr5506,Medicare,
hr5506,Military medicine,
hr5506,,Health
hr5507,Department of Homeland Security,
hr5507,Executive agency funding and structure,
hr5507,Government information and archives,
hr5507,,Government Operations and Politics
hr5508,,"Civil Rights and Liberties, Minority Issues"
hr5509,Congressional oversight,
hr5509,Department of the Interior,
hr5509,Government information and archives,
hr5509,"Internet, web applications, social media",
hr5509,Land use and conservation,
hr5509,Licensing and registrations,
hr5509,,Public Lands and Natural Resources
hr551,,International Affairs
hr5510,Health care coverage and access,
hr5510,Health promotion and preventive care,
hr5510,Medicaid,
hr5510,Medicare,
hr5510,Mental health,
hr5510,,Health
hr5511,,Labor and Employment
hr5512,,Finance and Financial Sector
hr5513,,Labor and Employment
hr5514,Congressional oversight,
hr5514,Emergency medical services and trauma care,
hr5514,Employee hiring,
hr5514,Health care coverage and access,
hr5514,Health information and medical records,
hr5514,Health personnel,
hr5514,Health programs administration and funding,
hr5514,Health promotion and preventive care,
hr5514,Hospital care,
hr5514,"Long-term, rehabilitative, and terminal care",
hr5514,Medical research,
hr5514,Medical tests and diagnostic methods,
hr5514,Mental health,
hr5514,,Health
hr5515,,Commerce
hr5516,,Armed Forces and National Security
hr5517,,Commerce
hr5518,Medicare,
hr5518,,Health
hr5519,,Finance and Financial Sector
hr552,,International Affairs
hr5520,Community life and organization,
hr5520,Health programs administration and funding,
hr5520,"Social work, volunteer service, charitable organizations",
hr5520,,Health
hr5521,,Armed Forces and National Security
hr5522,,International Affairs
hr5523,,International Affairs
hr5524,Business records,
hr5524,Foreign and international corporations,
hr5524,Fraud offenses and financial crimes,
hr5524,Public-private cooperation,
hr5524,,Finance and Financial Sector
hr5525,Administrative remedies,
hr5525,Adoption and foster care,
hr5525,Advanced technology and technological innovations,
hr5525,Agricultural insurance,
hr5525,Agricultural marketing and promotion,
hr5525,"Agricultural prices, subsidies, credit",
hr5525,Alabama,
hr5525,Appropriations,
hr5525,Aviation and airports,
hr5525,Banking and financial institutions regulation,
hr5525,Border security and unlawful immigration,
hr5525,"Broadcasting, cable, digital technologies",
hr5525,Budget process,
hr5525,Business investment and capital,
hr5525,Canada,
hr5525,Cardiovascular and respiratory health,
hr5525,Child safety and welfare,
hr5525,Civil actions and liability,
hr5525,Computers and information technology,
hr5525,Congressional oversight,
hr5525,Credit and credit markets,
hr5525,Crime victims,
hr5525,Crimes against children,
hr5525,Criminal justice information and records,
hr5525,Criminal procedure and sentencing,
hr5525,Cuba,
hr5525,Customs enforcement,
hr5525,Department of Homeland Security,
hr5525,Department of Justice,
hr5525,Detention of persons,
hr5525,"Diplomacy, foreign officials, Americans abroad",
hr5525,Disaster relief and insurance,
hr5525,District of Columbia,
hr5525,Drug trafficking and controlled substances,
hr5525,El Salvador,
hr5525,Employee hiring,
hr5525,Executive agency funding and structure,
hr5525,Federal preemption,
hr5525,Fires,
hr5525,First responders and emergency personnel,
hr5525,Floods and storm protection,
hr5525,Florida,
hr5525,"Forests, forestry, trees",
hr5525,Genetics,
hr5525,Georgia,
hr5525,"Government employee pay, benefits, personnel management",
hr5525,Government information and archives,
hr5525,Government lending and loan guarantees,
hr5525,Government studies and investigations,
hr5525,Guatemala,
hr5525,Homeland security,
hr5525,Honduras,
hr5525,Horticulture and plants,
hr5525,Human trafficking,
hr5525,"Hybrid, electric, and advanced technology vehicles",
hr5525,Immigrant health and welfare,
hr5525,Immigration,
hr5525,Immigration status and procedures,
hr5525,Immunology and vaccination,
hr5525,Infectious and parasitic diseases,
hr5525,"Intelligence activities, surveillance, classified information",
hr5525,International law and treaties,
hr5525,"Internet, web applications, social media",
hr5525,Judicial review and appeals,
hr5525,Lakes and rivers,
hr5525,Latin America,
hr5525,Law enforcement administration and funding,
hr5525,Law enforcement officers,
hr5525,Lawyers and legal services,
hr5525,Licensing and registrations,
hr5525,Livestock,
hr5525,Low- and moderate-income housing,
hr5525,Massachusetts,
hr5525,Mental health,
hr5525,Mexico,
hr5525,Military personnel and dependents,
hr5525,Nicaragua,
hr5525,Nuclear power,
hr5525,Organized crime,
hr5525,Protection of officials,
hr5525,Public contracts and procurement,
hr5525,Public-private cooperation,
hr5525,"Refugees, asylum, displaced persons",
hr5525,Religion,
hr5525,Rural conditions and development,
hr5525,"Separation, divorce, custody, support",
hr5525,Small business,
hr5525,Smuggling and trafficking,
hr5525,Spacecraft and satellites,
hr5525,Specialized courts,
hr5525,State and local finance,
hr5525,State and local government operations,
hr5525,Terrorism,
hr5525,Texas,
hr5525,User charges and fees,
hr5525,Venezuela,
hr5525,"Veterans' loans, housing, homeless programs",
hr5525,Visas and passports,
hr5525,,Economics and Public Finance
hr5526,Government information and archives,
hr5526,"Internet, web applications, social media",
hr5526,Medicare,
hr5526,Prescription drugs,
hr5526,,Health
hr5527,Computer security and identity theft,
hr5527,Computers and information technology,
hr5527,Congressional oversight,
hr5527,Executive agency funding and structure,
hr5527,Technology assessment,
hr5527,,Government Operations and Politics
hr5528,Congressional oversight,
hr5528,Government information and archives,
hr5528,Public contracts and procurement,
hr5528,,Government Operations and Politics
hr5529,,"Science, Technology, Communications"
hr553,,Labor and Employment
hr5530,,Armed Forces and National Security
hr5531,,International Affairs
hr5532,,International Affairs
hr5533,Air quality,
hr5533,Congressional oversight,
hr5533,Geography and mapping,
hr5533,Government information and archives,
hr5533,Government lending and loan guarantees,
hr5533,Government studies and investigations,
hr5533,Hazardous wastes and toxic substances,
hr5533,Housing and community development funding,
hr5533,Housing industry and standards,
hr5533,Landlord and tenant,
hr5533,Low- and moderate-income housing,
hr5533,Medical research,
hr5533,Public housing,
hr5533,,Housing and Community Development
hr5534,,Commerce
hr5535,,Finance and Financial Sector
hr5536,"Government ethics and transparency, public corruption",
hr5536,Government information and archives,
hr5536,,Government Operations and Politics
hr5537,Floods and storm protection,
hr5537,Florida,
hr5537,Geography and mapping,
hr5537,Indian lands and resources rights,
hr5537,,Native Americans
hr5538,,Government Operations and Politics
