id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
hr6333,Veterans Emergency Care Reimbursement Act of 2023,118,3284,S,2023-11-09,Read twice and referred to the Committee on Veterans' Affairs.,Identical bill,CRS
hr6335,Count Only Citizens Act,118,6942,HR,2024-01-10,Referred to the House Committee on Oversight and Accountability.,Related bill,CRS
hr6335,Equal Representation Act,118,7109,HR,2024-05-14,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 386.,Related bill,CRS
hr6335,Equal Representation Act,118,3659,S,2024-01-25,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hr6341,FAMILIES Act,118,3272,S,2023-11-09,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6342,Expanding Public Lands Outdoor Recreation Experiences Act,118,6492,HR,2024-04-10,Received in the Senate.,Related bill,CRS
hr6345,Hire Student Veterans Act,118,3274,S,2023-11-09,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6346,Atomic Energy Advancement Act,118,6544,HR,2024-02-29,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,Related bill,CRS
hr6354,Service Academies District of Columbia Equality Act of 2023,118,3265,S,2023-11-09,Read twice and referred to the Committee on Armed Services. (Sponsor introductory remarks on measure: CR S5460),Related bill,CRS
hr6358,Fair Warning Act of 2023,118,3283,S,2023-11-09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6359,Guaranteeing Overtime for Truckers Act,118,3273,S,2023-11-09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions. (Sponsor introductory remarks on measure: CR S5461)",Identical bill,CRS
hr6363,"To amend title XVIII of the Social Security Act with respect to the work geographic index for physician payments under the Medicare program, and to revise the phase-in of clinical laboratory test payment changes under such program.",118,6366,HR,2023-11-15,Forwarded by Subcommittee to Full Committee by Voice Vote.,Related bill,CRS
hr6366,"Further Continuing Appropriations and Other Extensions Act, 2024",118,6363,HR,2023-11-17,Became Public Law No: 118-22.,Related bill,CRS
hr6366,"Better Mental Health Care, Lower-Cost Drugs, and Extenders Act of 2023",118,3430,S,2023-12-07,Placed on Senate Legislative Calendar under General Orders. Calendar No. 265.,Related bill,CRS
hr6368,Indian Buffalo Management Act,118,2908,S,2023-09-21,Read twice and referred to the Committee on Indian Affairs.,Related bill,CRS
hr6369,Physician Fee Schedule Update and Improvements Act,118,6545,HR,2023-12-06,Ordered to be Reported (Amended) by the Yeas and Nays: 46 - 0.,Related bill,CRS
hr6372,GRID Act,118,3115,S,2023-10-24,Read twice and referred to the Committee on Energy and Natural Resources.,Identical bill,CRS
hr6373,Veterans STAND Act,118,4009,S,2024-03-21,Read twice and referred to the Committee on Veterans' Affairs.,Related bill,CRS
hr6379,Farmers First Act of 2023,118,1736,S,2023-05-18,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr638,China Trade Relations Act of 2023,118,125,S,2023-01-26,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6381,Veterans Visa and Protection Act of 2023,118,3280,S,2023-11-09,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6385,SAFE Orbit Act,118,3658,S,2024-01-25,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Related bill,CRS
hr6386,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
hr639,Korematsu-Takai Civil Liberties Protection Act of 2023,118,129,S,2023-01-30,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6393,Sturgeon Conservation and Sustainability Act,118,2870,S,2023-09-20,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hr6394,Semiquincentennial Congressional Time Capsule Act,118,3293,S,2023-11-14,Read twice and referred to the Committee on Rules and Administration.,Identical bill,CRS
hr6396,Historic Roadways Protection Act,118,3148,S,2023-10-26,Read twice and referred to the Committee on Energy and Natural Resources.,Identical bill,CRS
hr6397,STAR Act,118,3275,S,2023-11-09,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Related bill,CRS
hr6398,Bank Resilience and Regulatory Improvement Act,118,8337,HR,2024-05-16,Ordered to be Reported (Amended) by the Yeas and Nays: 24 - 22.,Related bill,CRS
hr6399,Specialty CROP Act of 2023,118,3300,S,2023-11-14,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr640,Fred Korematsu Congressional Gold Medal Act of 2023,118,137,S,2023-01-30,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Identical bill,CRS
hr6401,Upskilling and Retraining Assistance Act,118,3296,S,2023-11-14,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6405,Lori Jackson-Nicolette Elias Domestic Violence Survivor Protection Act,118,3303,S,2023-11-14,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6406,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
hr6407,Medical Nutrition Therapy Act of 2023,118,3297,S,2023-11-14,Read twice and referred to the Committee on Finance. (Sponsor introductory remarks on measure: CR S5509-5510),Identical bill,CRS
hr6411,IMAGINE Act of 2023,118,3292,S,2023-11-14,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hr6413,Agricultural Biorefinery Innovation and Opportunity Act of 2023,118,2987,S,2023-09-28,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr6414,Innovation and Development in Ecuador Act of 2023,118,913,S,2023-03-22,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6418,Empower Charter School Educators to Lead Act,118,3072,S,2023-10-18,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6419,Ending Subsidies for Pro-Terrorist Activity on Campus Act,118,3184,S,2023-11-01,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6420,Wy’east Tribal Resources Restoration Act,118,3310,S,2023-11-15,Read twice and referred to the Committee on Energy and Natural Resources.,Identical bill,CRS
hr6422,Locality Pay Equity Act of 2023,118,3308,S,2023-11-15,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hr6426,Our Money in China Transparency Act,118,3582,S,2024-01-11,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hr6427,Immediate Access for the Terminally Ill Act,118,3316,S,2023-11-15,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6429,SCREEN Act,118,3314,S,2023-11-15,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6432,Safeguarding Honest Speech Act,118,3318,S,2023-11-15,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hr6435,MALDEN Act,118,3683,S,2024-01-30,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hr6441,Ranching Without Red Tape Act of 2023,118,3322,S,2023-11-15,Read twice and referred to the Committee on Energy and Natural Resources.,Related bill,CRS
hr6443,Jamul Indian Village Land Transfer Act,118,3857,S,2024-02-29,Read twice and referred to the Committee on Indian Affairs.,Related bill,CRS
hr6444,JADC2 Implementation Act,118,3353,S,2023-11-28,Read twice and referred to the Committee on Armed Services.,Identical bill,CRS
hr6445,Medicare Audiology Access Improvement Act of 2023,118,2377,S,2023-07-19,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr645,CHARGE Act of 2023,118,1436,S,2023-07-12,Committee on Veterans' Affairs. Hearings held.,Related bill,CRS
hr6450,Disaster Learning and Life Saving Act of 2023,118,3338,S,2023-11-15,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hr6453,No ICBMs or Drones for Iran Act of 2023,118,3334,S,2023-11-15,Read twice and referred to the Committee on Foreign Relations.,Identical bill,CRS
hr6454,Chemical Tax Repeal Act,118,1195,S,2023-04-19,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6455,Climate Displaced Persons Act,118,3340,S,2023-11-15,Read twice and referred to the Committee on Foreign Relations.,Related bill,CRS
hr6457,Minority Entrepreneurship Grant Program Act of 2023,118,1402,S,2023-05-02,Read twice and referred to the Committee on Small Business and Entrepreneurship.,Related bill,CRS
hr646,SHORT Act,118,163,S,2023-01-31,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6461,Black Lung Benefits Improvement Act of 2023,118,3304,S,2023-11-15,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6462,READINESS Act,118,3530,S,2023-12-14,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hr6466,AI Labeling Act of 2023,118,2691,S,2023-07-27,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6469,Farmland Security Act of 2023,118,2382,S,2023-07-19,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr647,Lower Energy Costs Act,118,1,HR,2023-03-30,"The Clerk was authorized to correct section numbers, punctuation, and cross references, and to make other necessary technical and conforming corrections in the engrossment of H.R. 1.",Related bill,CRS
hr647,Unlocking our Domestic LNG Potential Act of 2023,118,1130,HR,2023-09-21,"Rules Committee Resolution H. Res. 712 Reported to House. Rule provides for consideration of H.R. 4365, H.R. 1130 and H. Res. 684. The resolution provides for consideration of H.R. 4365, under a structured rule; H.R. 1130, under a structured rule; and H.Res. 684, under a closed rule. The resolution provides for one hour of general debate on all three bills.",Identical bill,CRS
hr647,Lower Energy Costs Act,118,947,S,2023-03-22,Read twice and referred to the Committee on Energy and Natural Resources.,Related bill,CRS
hr647,"Limit, Save, Grow Act of 2023",118,2811,HR,2023-05-04,Committee on the Budget. Hearings held.,Related bill,CRS
hr647,Unlocking our Domestic LNG Potential Act of 2024,118,7176,HR,2024-02-15,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
hr6470,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
hr6470,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
hr6470,Restore Honor to Service Members Act of 2023,118,3352,S,2023-11-28,Read twice and referred to the Committee on Armed Services.,Identical bill,CRS
hr6471,Stop Foreign Funds in Elections Act,118,3229,HR,2023-12-14,"Placed on the Union Calendar, Calendar No. 257.",Related bill,CRS
hr6473,Community Connect Grant Program Act of 2023,118,1611,S,2023-05-16,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6477,Secure the Border Act of 2023,118,2,HR,2023-05-16,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 71.,Related bill,CRS
hr6477,Border Security and Enforcement Act of 2023,118,2640,HR,2023-05-05,"Placed on the Union Calendar, Calendar No. 31.",Related bill,CRS
hr6477,"Continuing Appropriations and Border Security Enhancement Act, 2024",118,5525,HR,2023-09-29,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
hr6477,Secure the Border Act of 2023,118,2824,S,2024-01-11,"Committee on Banking, Housing, and Urban Affairs. Hearings held.",Related bill,CRS
hr648,Expanding Agricultural Exports Act of 2023,118,176,S,2023-01-31,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr6484,Expanded Coverage for Former Foster Youth Act,118,2837,S,2023-09-19,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6485,Child Welfare Provider Inclusion Act of 2023,118,3344,S,2023-11-27,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6486,Supporting Community Lenders Act,118,2099,S,2023-07-25,Placed on Senate Legislative Calendar under General Orders. Calendar No. 170.,Related bill,CRS
hr6487,No Fees for EFTs Act,118,3805,S,2024-02-27,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6489,Alaska Native Village Municipal Lands Restoration Act of 2023,118,2615,S,2024-05-16,Placed on Senate Legislative Calendar under General Orders. Calendar No. 393.,Identical bill,CRS
hr6491,Asset Seizure for Ukraine Reconstruction Act,118,3359,S,2023-11-29,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6492,Military and Veterans in Parks Act,118,6342,HR,2024-03-12,Ordered to be Reported in the Nature of a Substitute (Amended) by Unanimous Consent.,Related bill,CRS
hr6493,American Confidence in Elections Act,118,4563,HR,2023-07-13,Committee Consideration and Mark-up Session Held,Text similarities,House
hr6493,American Confidence in Elections Act,118,4563,HR,2023-07-13,Committee Consideration and Mark-up Session Held,Related bill,CRS
hr6493,Promoting Free and Fair Elections Act,118,4500,HR,2023-07-06,"Referred to the Committee on House Administration, and in addition to the Committees on the Judiciary, Oversight and Accountability, Science, Space, and Technology, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
hr6493,Ensuring Faith in Our Elections Act,118,4494,HR,2023-07-06,"Referred to the Committee on House Administration, and in addition to the Committees on the Judiciary, Oversight and Accountability, Science, Space, and Technology, Ways and Means, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
hr6494,Pipeline Sabotage and Accident Prevention Act,118,1484,HR,2023-03-17,Referred to the Subcommittee on Health.,Related bill,CRS
hr6494,Voluntary Information-Sharing System Act,118,6509,HR,2023-12-01,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6494,Hydrogen Safety and Environmental Responsibility Act,118,6510,HR,2023-12-01,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6495,KOMBUCHA,118,3365,S,2023-11-30,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6497,"Healthy Watersheds, Healthy Communities Act of 2023",118,2636,S,2023-07-27,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6499,Beyond the Box for Higher Education Act of 2023,118,3379,S,2023-11-30,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr650,Keweenaw Bay Indian Community Land Claim Settlement Act of 2023,118,195,S,2023-12-19,Held at the desk.,Identical bill,CRS
hr6500,PREP Act,118,3380,S,2023-11-30,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6501,Snap Back Inaccurate SNAP Payments Act,118,2923,S,2023-09-26,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6502,IMF Accountability Act of 2023,118,3150,S,2023-10-26,Read twice and referred to the Committee on Foreign Relations.,Identical bill,CRS
hr6503,Airport and Airway Extension Act of 2023,118,5711,HR,2023-09-27,Referred to the Subcommittee on Aviation.,Related bill,CRS
hr6503,"Continuing Appropriations Act, 2024 and Other Extensions Act",118,5860,HR,2023-09-30,Became Public Law No: 118-15.,Related bill,CRS
hr6503,Bipartisan Keep America Open Act,118,5672,HR,2023-09-22,"Referred to the Committee on Appropriations, and in addition to the Committees on the Budget, and Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
hr6503,Airport and Airway Extension Act of 2024,118,7454,HR,2024-03-08,Became Public Law No: 118-41.,Related bill,CRS
hr6504,Protect American Gun Exporters Act,118,3531,S,2023-12-14,"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",Related bill,CRS
hr6507,Mark Our Place Act,118,3126,S,2024-05-06,Held at the desk.,Identical bill,CRS
hr6508,Flex Fuel Fairness Act of 2023,118,2635,S,2023-07-27,Read twice and referred to the Committee on Environment and Public Works.,Identical bill,CRS
hr6509,PIPES Act of 2023,118,6494,HR,2023-12-06,Ordered to be Reported in the Nature of a Substitute (Amended) by Voice Vote.,Related bill,CRS
hr651,COMPOST Act,118,179,S,2023-01-31,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Related bill,CRS
hr6510,PIPES Act of 2023,118,6494,HR,2023-12-06,Ordered to be Reported in the Nature of a Substitute (Amended) by Voice Vote.,Related bill,CRS
hr6512,Stephen Hacala Poppy Seed Safety Act,118,3354,S,2023-11-29,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6513,American Confidence in Elections Act,118,4563,HR,2023-07-13,Committee Consideration and Mark-up Session Held,Text similarities,House
hr6513,Confirmation Of Congressional Observer Access Act of 2023,118,4474,HR,2023-07-06,Referred to the House Committee on House Administration.,Text similarities,House
hr6513,Ensuring Faith in Our Elections Act,118,4494,HR,2023-07-06,"Referred to the Committee on House Administration, and in addition to the Committees on the Judiciary, Oversight and Accountability, Science, Space, and Technology, Ways and Means, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Text similarities,House
hr6515,FOREST Act of 2023,118,3371,S,2023-11-30,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6517,Intelligence Authorization Act for Fiscal Year 2024,118,3932,HR,2023-08-18,"Placed on the Union Calendar, Calendar No. 129.",Related bill,CRS
hr6518,Workforce DATA Act,118,2138,S,2023-06-22,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr652,Zero Food Waste Act,118,177,S,2023-01-31,Read twice and referred to the Committee on Environment and Public Works.,Related bill,CRS
hr6520,Equal Representation Act,118,3659,S,2024-01-25,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Related bill,CRS
hr6520,Equal Representation Act,118,7109,HR,2024-05-14,Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 386.,Related bill,CRS
hr6522,PRINTS Act,118,3239,S,2023-11-07,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6523,Southern Border Transparency Act of 2023,118,3187,S,2023-11-01,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr6524,Federal Cybersecurity Workforce Expansion Act,118,2256,S,2023-11-30,Placed on Senate Legislative Calendar under General Orders. Calendar No. 255.,Related bill,CRS
hr6525,Wildfire Resilient Communities Act,118,2749,S,2023-09-07,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6526,Atomic Energy Advancement Act,118,6544,HR,2024-02-29,Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.,Related bill,CRS
hr653,Transition-to-Success Mentoring Act,118,182,S,2023-01-31,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6534,Home-Based Telemental Health Care Act of 2023,118,1077,S,2023-03-30,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr6537,REWARD Experience Act of 2023,118,3374,S,2023-11-30,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,Identical bill,CRS
hr6539,Mongolia Third Neighbor Trade Act,118,3368,S,2023-11-30,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr654,Students Helping Young Students Act of 2023,118,183,S,2023-01-31,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6541,A bill to provide for the liquidation or reliquidation of certain entries of steel and aluminum products retroactively approved for exclusion from certain duties during the COVID-19 pandemic.,118,3376,S,2023-11-30,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6542,EAGLE Act of 2023,118,3291,S,2023-11-13,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6543,Hotel Fees Transparency Act of 2023,118,2498,S,2023-07-26,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Related bill,CRS
hr6544,Global Nuclear Energy Assessment and Cooperation Act,118,995,HR,2023-10-25,Forwarded by Subcommittee to Full Committee (Amended) by Voice Vote.,Related bill,CRS
hr6544,Nuclear Licensing Efficiency Act,118,6236,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Modernize Nuclear Reactor Environmental Reviews Act,118,6252,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Advanced Nuclear Reactor Prize Act,118,6253,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,NRC Mission Alignment Act,118,6265,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Nuclear for Brownfield Site Preparation Act,118,6268,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Strengthening American Nuclear Competitiveness Act,118,6303,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Advanced Reactor Fee Reduction Act,118,6326,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Advancing Nuclear Regulatory Oversight Act,118,6346,HR,2023-11-10,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6544,Advanced Nuclear Deployment Act,118,6526,HR,2023-12-01,"Referred to the Subcommittee on Energy, Climate and Grid Security.",Related bill,CRS
hr6545,To amend title XVIII of the Social Security Act to extend incentive payments for participation in eligible alternative payment models.,118,6369,HR,2023-11-15,Forwarded by Subcommittee to Full Committee by Voice Vote.,Related bill,CRS
hr655,Disaster Reforestation Act,118,217,S,2023-02-01,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6553,To authorize the waiver of costs of activities relating to evacuation of United States citizens when their lives are endangered by war or acts of terrorism.,118,6115,HR,2023-10-30,Referred to the House Committee on Foreign Affairs.,Related bill,CRS
hr656,Head Start for Our Future Act,118,2938,S,2023-09-27,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr6569,EFFECTIVE Food Procurement Act,118,3390,S,2023-12-04,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr6570,Fourth Amendment Is Not For Sale Act,118,4639,HR,2024-04-18,Received in the Senate.,Related bill,CRS
hr6570,Fourth Amendment Is Not For Sale Act,118,2576,S,2023-07-27,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6573,Protecting Military Servicemembers' Data Act of 2023,118,1029,S,2023-03-29,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6574,Empowering Immigration Courts Act,118,3811,S,2024-02-27,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6576,Full-Service Community School Expansion Act of 2023,118,3360,S,2023-11-29,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6581,Protecting Older Workers Against Discrimination Act,118,1030,S,2023-03-29,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr659,Airline Passengers' Bill of Rights,118,178,S,2023-01-31,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Related bill,CRS
hr659,FAIR Fees Act of 2023,118,209,S,2023-02-01,"Read twice and referred to the Committee on Commerce, Science, and Transportation.",Identical bill,CRS
hr6593,Codifying SAVE Plan Act,118,4058,S,2024-03-22,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6595,Smith River National Recreation Area Expansion Act,118,162,S,2023-07-11,Placed on Senate Legislative Calendar under General Orders. Calendar No. 121.,Related bill,CRS
hr6596,Assault Weapons Ban of 2023,118,698,HR,2023-06-05,"ASSUMING FIRST SPONSORSHIP - Mrs. McBath asked unanimous consent that she may hereafter be considered as the first sponsor of H.R. 698, a bill originally introduced by Representative Cicilline, for the purpose of adding cosponsors and requesting reprintings pursuant to clause 7 of rule XII. Agreed to without objection.",Related bill,CRS
hr6596,Extreme Risk Protection Order Expansion Act of 2023,118,768,HR,2023-02-02,Referred to the House Committee on the Judiciary.,Related bill,CRS
hr6596,"Safe Guns, Safe Kids Act",118,1145,HR,2023-02-21,Referred to the House Committee on the Judiciary.,Related bill,CRS
hr6596,Protecting the Second Amendment through Responsible Gun Ownership Act,118,3155,HR,2023-05-09,Referred to the House Committee on the Judiciary.,Related bill,CRS
hr6596,Equal Access to Justice for Victims of Gun Violence Act of 2023,118,4184,HR,2023-06-15,Referred to the House Committee on the Judiciary.,Related bill,CRS
hr6596,Defective Firearms Protection Act,118,4243,HR,2023-06-23,"Referred to the Subcommittee on Innovation, Data, and Commerce.",Related bill,CRS
hr6596,Assault Weapons Ban of 2023,118,25,S,2023-01-23,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S55),Related bill,CRS
hr6596,Extreme Risk Protection Order Expansion Act of 2023,118,247,S,2023-02-02,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S235),Related bill,CRS
hr6596,MASS Act,118,1824,S,2023-06-06,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6596,Equal Access to Justice for Victims of Gun Violence Act,118,2048,S,2023-06-20,Read twice and referred to the Committee on the Judiciary.,Related bill,CRS
hr6596,Gun Violence Prevention and Community Safety Act of 2023,118,3407,S,2023-12-05,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr6599,"Technical Corrections to the Northwestern New Mexico Rural Water Projects Act, Taos Pueblo Indian Water Rights Settlement Act, and Aamodt Litigation Settlement Act",118,3406,S,2023-12-05,Read twice and referred to the Committee on Indian Affairs.,Identical bill,CRS
hr660,Ethan's Law,118,173,S,2023-01-31,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr660,"Safe Guns, Safe Kids Act",118,1145,HR,2023-02-21,Referred to the House Committee on the Judiciary.,Related bill,CRS
hr6600,Tyler’s Law,118,3519,S,2023-12-14,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6603,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2024, and for other purposes.",118,815,HR,2024-04-24,Became Public Law No: 118-50.,Related bill,CRS
hr6607,Affordable Drug Manufacturing Act of 2023,118,3398,S,2023-12-05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hr6608,End Hedge Fund Control of American Homes Act,118,3402,S,2023-12-05,Read twice and referred to the Committee on Finance.,Identical bill,CRS
hr661,Sarah's Law,118,160,S,2023-01-31,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hr661,Dignity for Immigrants while Guarding our Nation to Ignite and Deliver the American Dream Act of 2023,118,3599,HR,2023-05-23,Referred to the Subcommittee on Border Security and Enforcement.,Related bill,CRS
hr6611,Reforming Intelligence and Securing America Act,118,7320,HR,2024-02-13,"Referred to the Committee on the Judiciary, and in addition to the Committee on Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",Related bill,CRS
hr6611,Reforming Intelligence and Securing America Act,118,7888,HR,2024-04-20,Became Public Law No: 118-49.,Related bill,CRS
hr6615,College Admissions Accountability Act of 2023,118,3396,S,2023-12-05,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr6616,College Athlete Right to Organize Act,118,3415,S,2023-12-06,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Related bill,CRS
hr662,The Hurricanes of 2022 Disaster Relief Rectification Act,118,116,S,2023-01-26,Read twice and referred to the Committee on Appropriations.,Related bill,CRS
hr662,Block Grant Assistance Act of 2023,118,180,S,2023-01-31,"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",Identical bill,CRS
hr662,Federal Disaster Responsibility Act,118,5343,HR,2023-09-21,"Referred to the Subcommittee on General Farm Commodities, Risk Management, and Credit.",Related bill,CRS
hr662,Federal Disaster Responsibility Act,118,2721,S,2023-09-05,Read twice and referred to the Committee on Finance.,Related bill,CRS
hr6622,Clean Competition Act,118,3422,S,2023-12-06,Read twice and referred to the Committee on Finance.,Related bill,CRS
